,Fecha,Tipo Generacion,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Total
18,2002,COGENERADOR,4610744.98,4616513.68,4680914.58,4612421.73,4600402.65,4608044.8,4292108.56,4486787.07,4567652.92,4521754.32,4464507.67,4443580.2,4367414.97,4390826.55,4189828.31,4276776.41,4416863.51,4478510.56,4479390.24,4508002.88,4549491.51,4625163.84,4370778.9,4332211.09,107.49069193
19,2002,HIDRAULICA,1058247474.47,1016286012.4,993610205.79,996599786.01,1066765202.59,1247833719.4,1362616717.53,1432925453.37,1526586919.95,1574685846.2,1623370731.83,1659188949.89,1582233859.65,1511717704.56,1484395909.42,1465047111.96,1465590566.62,1524133707.46,1910342611.96,2022656317.07,1891927689.54,1689283792.18,1399157635.54,1165039147.15,34670.24307254
20,2002,TERMICA,392597382.58,379215042.09,374803804.13,372958318.75,377718417.05,387827574.08,387917901.47,386574506.87,394000335.74,395238865.38,399555333.29,405177691.67,400397733.95,398731694.07,403406272.37,405337764.89,411956754.57,441550327.45,495722196.1,513025019.98,496312432.9,470742893.44,449952928.71,416672522.73,9957.39371426
21,2003,COGENERADOR,4767778.0,4763355.0,4744369.0,4750764.0,4672790.0,4617080.0,4325801.0,4458137.0,4535774.0,4498399.0,4432774.0,4407390.0,4367109.0,4358199.0,4191877.0,4297686.0,4332402.0,4323019.0,4319953.0,4473492.0,4514895.0,4549939.0,4378977.0,4509009.0,107.590968
22,2003,HIDRAULICA,1157889902.31,1109086441.0,1084097938.68,1082843834.27,1153727820.94,1342442426.64,1438928840.18,1510391004.13,1612410445.8,1666919699.89,1719974883.11,1763051720.46,1689030099.38,1620099554.35,1599938651.46,1585791261.32,1587216923.0,1648991394.77,2027755501.0,2146938806.45,2019621143.16,1821243641.76,1529903990.18,1278351912.94,37196.64783718
23,2003,TERMICA,373296398.71,362870276.21,358931889.59,361013022.9,366881530.34,376445295.76,374164888.82,372294282.29,378172355.94,379127130.89,381207614.17,383745461.07,379438014.52,377796339.98,380974105.75,383065812.62,390049654.52,413144432.77,463074914.9,472122322.85,459070484.76,434444382.56,415261732.79,393364964.32,9429.95730903
24,2004,COGENERADOR,5218291.0,5258124.0,5195347.0,5207512.0,5178448.0,5106452.13,4762642.67,4927140.1,5062661.0,4984137.0,4944346.0,4846390.0,4900993.15,4837754.0,4645274.0,4707960.0,4865166.0,4924037.0,4823115.0,5027234.0,5054108.0,5083630.0,4994561.0,5156701.0,119.71202405
25,2004,EOLICA,1613382.45,1511207.41,1432132.67,1409411.44,1371789.64,1290642.25,1287282.85,1435716.75,1615527.73,1740974.84,1948009.35,2271043.18,2678587.68,3040339.09,3271959.69,3384396.89,3374197.79,3142833.3,2733545.75,2397474.96,2142383.11,1994978.14,1880970.9,1744835.83,50.71362369
26,2004,HIDRAULICA,1261943762.49,1211062584.97,1186472009.37,1187830663.7,1261511553.53,1447068790.4,1535302503.32,1606812493.69,1714745294.83,1776681854.47,1835053343.6,1877775912.46,1799842225.3,1733058195.68,1722364113.18,1708467923.48,1709285568.42,1773713752.23,2146444382.13,2256567365.2,2139925121.76,1938622170.71,1635303298.35,1382815300.47,39848.67018374
27,2004,TERMICA,332312144.35,323580543.18,319280064.38,318855729.5,321615384.54,329524882.22,328257987.49,329250853.65,339927752.26,345144267.72,348614159.21,352166445.38,347375494.05,344985922.49,347372980.51,350835033.1,354637153.97,373325418.59,432557762.75,446684187.42,426983151.42,400537297.22,376689733.7,352217766.37,8542.73211547
28,2005,COGENERADOR,5352679.9799999995,4931514.12,4975889.08,5000205.01,4921889.06,4731896.93,4436093.26,4637269.18,4838632.26,4746639.41,4640325.76,4677782.48,4681099.21,4627409.65,4303348.0,4352038.0,4515982.0,4685367.0,4609404.0,4756829.0,4884323.0,4871762.0,4667566.0,4802976.0,113.64892039
29,2005,EOLICA,1481991.01,1361142.73,1295990.61,1185333.84,1087419.86,1045885.34,1012498.12,1205312.1199999999,1441318.42,1645217.41,1916288.8,2279205.91,2828190.4,3220515.8,3508174.7600000002,3671728.46,3595849.86,3282706.63,2784585.25,2353925.31,2092728.79,1897937.09,1738763.23,1617850.91,49.55056066
30,2005,HIDRAULICA,1316290201.02,1264019340.24,1235392232.8,1232302808.78,1300711797.67,1480357312.24,1557598600.85,1626119401.56,1748052460.72,1819325721.91,1879266885.47,1920016298.24,1844611759.94,1788154826.86,1782437193.82,1773168921.18,1769370698.3,1825282110.44,2195783620.2,2306233361.87,2185342840.04,1988395177.5,1700425533.7,1440295105.9,40978.95421125
31,2005,TERMICA,358766720.65,344129894.03,339883581.67,340690628.28,347836192.42,356429295.27,360902906.64,366731624.67,374539774.55,378800496.61,381897651.33,385676992.36,382592930.62,380690642.57,381965103.72,384981666.13,390950567.65,412948630.0,459460734.83,469441128.35,455129908.29,431967660.79,410734692.54,390456061.76,9287.60548573
32,2006,COGENERADOR,4260294.0,4149060.0,4236892.0,4266572.0,4134343.0,3884446.0,3630526.0,3912129.0,4082926.0,3880142.0,3752134.0,3718820.0,3774959.0,3726308.0,3534478.0,3658450.18,3748409.0,3774056.0,3653579.0,3971308.0,4196218.0,4084224.0,3916159.0,4115560.0,94.06199218
33,2006,EOLICA,1713204.36,1642195.14,1555096.6199999999,1484616.75,1414329.55,1371966.57,1402276.83,1705224.26,1988563.55,2264541.09,2597546.34,3085823.83,3746110.24,4133452.3,4505051.69,4731880.27,4708393.34,4333586.38,3526971.72,2834853.3,2360599.77,2099603.53,1943526.36,1831979.0,62.98139279
